65	38	31	83	81
78	83	83	76	50
24	28	66	50	63
11	17	25	80	26
43	96	23	60	71
8	5	17	41	22
53	55	27	43	45
2	73	15	75	78
48	58	99	44	60
7	89	86	35	55
42	94	4	76	57
23	82	34	30	80
90	68	10	68	68
31	21	57	17	58
29	47	3	70	87
57	98	90	100	80
85	41	79	9	46
54	70	57	88	28
75	33	42	17	45
40	24	13	93	30
3	40	1	53	33
17	16	85	42	63
41	69	88	93	17
39	20	100	74	23
2	92	66	20	76
64	16	57	77	62
68	52	47	23	40
85	13	48	61	23
72	37	99	54	46
97	42	21	81	70
95	70	11	46	44
97	48	85	37	37
1	78	97	5	63
86	67	81	100	55
88	56	28	87	25
42	55	69	47	19
77	34	7	28	76
27	60	18	56	11
18	12	33	85	80
30	43	98	35	47
57	6	49	77	16
81	4	91	42	52
2	22	7	48	30
91	37	65	77	90
75	27	71	50	10
75	77	40	72	40
98	10	96	70	38
6	10	45	45	98
29	61	44	42	75
41	96	80	62	50
57	72	14	2	74
56	42	97	1	61
80	97	66	74	57
82	45	18	95	47
59	100	24	11	56
99	9	42	92	26
72	55	100	41	41
8	30	17	63	83
59	94	84	88	18
18	9	56	64	13
58	97	25	35	92
41	22	96	69	46
75	98	22	14	7
87	81	80	26	81
83	50	68	84	31
77	73	19	14	100
71	41	75	88	9
74	57	28	88	98
49	52	79	5	75
1	86	22	88	88
5	92	60	99	63
92	70	95	89	56
4	94	49	31	17
18	80	92	100	24
34	30	37	64	41
26	78	13	75	73
18	33	65	64	5
12	76	60	98	26
47	15	54	22	9
6	20	24	4	6
77	88	37	4	43
36	94	31	31	85
60	7	49	99	7
24	36	48	56	40
66	77	42	33	88
76	90	54	85	13
52	10	60	73	76
76	53	27	1	49
68	63	82	5	34
28	14	83	99	1
88	79	10	24	86
61	92	52	74	53
36	60	79	82	3
72	92	58	70	59
32	86	29	32	65
91	32	94	13	49
67	38	12	79	69
32	16	93	97	86
23	42	5	3	81
55	6	25	96	54
94	40	55	86	9
66	97	86	92	22
23	84	70	42	69
36	56	13	79	58
43	6	46	59	25
45	80	56	55	57
58	87	60	100	25
29	60	86	17	63
53	77	76	50	95
15	46	48	100	34
52	5	54	82	15
64	2	1	52	43
21	48	58	45	27
44	21	71	95	38
40	27	6	82	29
33	99	44	3	99
36	91	65	1	97
98	17	38	36	6
25	2	51	12	78
73	89	65	36	19
64	70	29	80	44
15	5	37	63	49
99	86	63	51	9
83	94	75	45	70
38	16	36	44	89
62	14	66	47	23
72	46	63	81	56
42	95	65	92	75
79	5	50	26	3
89	43	9	26	27
90	73	52	18	21
64	73	28	21	19
55	27	8	95	99
2	47	21	91	14
45	34	30	65	96
49	15	52	87	14
9	71	6	48	18
70	55	94	4	97
20	68	34	35	66
6	11	5	35	66
64	25	8	34	2
73	71	37	74	48
97	9	28	94	88
93	100	68	69	71
88	37	33	5	4
89	74	72	88	12
71	30	61	59	6
17	73	12	93	10
42	71	32	60	17
58	3	67	17	62
23	4	96	70	8
76	80	6	55	72
43	54	27	33	48
50	8	18	19	63
43	91	95	49	73
4	14	99	95	24
90	35	30	80	27
57	71	91	44	5
51	62	81	28	35
68	67	10	87	91
9	52	21	8	20
93	34	80	100	92
67	50	57	9	36
90	24	24	76	87
19	58	41	47	89
99	15	68	15	50
4	57	97	98	91
54	8	79	92	85
95	44	71	41	14
34	51	78	21	14
54	35	23	38	83
65	28	39	49	58
63	96	30	54	11
23	87	38	66	100
87	54	94	72	89
91	16	8	62	38
29	49	100	90	83
8	98	70	40	7
12	65	13	7	8
60	54	72	78	33
73	73	69	4	8
19	53	27	92	85
47	87	93	61	11
73	17	4	61	20
39	62	54	60	12
50	11	71	35	59
7	45	21	8	89
66	91	42	100	70
89	8	11	28	82
76	99	79	38	49
62	82	44	93	73
33	72	63	20	92
77	83	26	22	41
48	92	76	31	52
83	100	100	10	39
63	97	76	92	6
50	93	87	76	8
2	44	24	58	45
47	14	37	20	50
24	52	74	60	83
22	92	3	80	70
7	20	26	11	79
63	31	60	30	47
61	29	11	71	90
5	91	88	56	21
9	18	56	99	23
98	99	47	11	25
77	45	24	41	95
58	90	42	5	7
8	11	48	84	98
16	33	60	48	42
33	20	99	34	52
15	22	93	24	2
68	10	89	61	77
66	48	86	62	67
14	22	43	86	72
76	23	85	42	87
5	10	57	58	76
86	43	94	73	46
53	54	17	74	93
47	7	11	47	71
56	90	81	57	82
40	75	13	3	34
93	46	29	53	96
34	81	8	9	22
65	60	98	79	51
4	1	27	85	83
2	13	64	79	6
62	66	69	97	2
8	81	37	66	10
32	75	51	19	98
52	38	64	38	73
39	74	6	6	65
40	9	71	71	36
11	65	58	35	99
75	89	44	52	23
36	4	24	28	60
92	31	21	1	22
54	66	23	32	82
57	90	80	71	1
56	94	89	56	45
97	2	54	83	86
88	63	62	85	24
48	99	95	18	49
63	48	13	38	30
68	24	68	56	95
57	59	26	86	1
21	49	89	3	14
91	40	65	87	37
45	46	98	16	22
51	5	38	33	52
12	8	88	51	30
52	3	14	33	94
95	47	7	3	6
70	53	18	20	7
4	82	29	86	89
9	8	41	54	67
59	9	12	76	57
91	91	98	25	52
71	83	64	4	100
88	67	29	75	66
27	14	10	19	51
27	28	21	83	75
14	73	1	22	97
9	85	85	47	43
93	44	73	78	49
64	7	90	67	83
14	37	46	22	64
22	34	42	44	89
94	14	3	31	88
60	44	83	51	86
54	91	1	36	45
81	76	18	68	94
66	96	32	69	68
22	11	13	12	56
42	96	95	91	58
13	67	71	89	49
67	17	18	48	80
4	45	35	73	96
84	92	41	29	55
77	92	19	97	53
58	10	6	80	27
41	21	32	64	61
59	75	5	49	5
11	3	37	66	71
57	19	23	79	53
64	42	42	39	77
8	8	8	87	91
48	9	56	82	47
71	45	53	86	21
70	38	33	69	8
77	51	75	42	26
48	17	11	52	14
46	31	53	34	12
85	8	52	85	54
69	1	56	80	36
81	56	19	69	69
22	21	17	60	44
29	76	21	12	24
21	63	69	79	78
13	94	73	7	51
15	29	63	47	38
46	90	20	98	35
9	40	21	10	72
94	3	75	87	32
84	98	53	93	78
8	92	28	66	55
16	53	77	3	72
85	30	9	1	64
85	69	12	26	62
60	56	81	73	50
1	30	65	47	22
99	55	35	60	38
49	23	52	80	58
20	16	97	97	77
62	70	97	84	3
60	71	13	22	75
10	42	63	29	35
19	98	60	95	59
4	95	18	75	27
24	59	33	61	1
30	51	18	20	33
7	59	53	87	73
27	8	42	3	22
19	88	85	5	88
83	66	15	86	31
67	56	60	82	55
89	95	49	80	100
3	63	45	58	88
53	71	61	63	85
26	53	78	16	57
68	83	60	30	1
79	35	53	90	86
70	87	47	71	89
93	34	52	9	97
38	45	36	81	37
38	86	37	63	21
91	6	62	29	13
96	3	19	48	79
77	13	69	73	22
45	37	94	56	33
48	54	76	79	37
93	50	48	76	57
55	3	26	7	100
79	53	84	81	35
98	11	90	5	68
95	95	55	19	19
47	22	57	74	69
21	12	39	100	99
33	85	35	76	2
33	20	86	93	74
14	20	77	42	10
4	17	19	74	8
12	89	76	73	59
89	87	59	57	79
3	14	20	98	84
53	26	62	35	76
42	4	88	50	37
34	88	69	100	86
29	47	86	12	55
20	64	56	86	60
68	9	74	34	68
20	92	56	28	16
91	49	21	19	21
82	51	67	59	52
19	94	52	85	34
58	34	73	76	54
81	36	54	47	14
26	5	49	72	75
70	5	13	3	41
52	73	10	72	71
40	54	74	85	53
57	65	23	11	44
93	49	85	67	51
10	37	44	45	80
32	64	18	74	66
19	44	76	38	84
7	23	41	72	71
92	29	69	33	92
71	17	93	45	56
82	86	100	81	77
29	53	1	98	37
35	35	58	34	2
70	24	21	64	2
70	44	94	45	92
66	26	56	60	23
64	29	43	77	57
41	75	5	28	93
71	20	54	52	45
43	13	64	75	70
85	98	83	91	81
6	84	96	2	83
87	100	67	16	6
90	34	38	32	96
52	31	85	31	11
43	92	13	68	90
61	51	40	89	62
38	97	79	50	45
52	4	83	98	38
51	60	97	22	61
45	56	67	5	88
45	71	33	25	44
81	36	60	37	41
35	22	7	84	67
27	44	87	85	19
9	60	42	65	11
46	94	38	35	57
54	17	77	88	9
65	49	35	73	9
52	63	90	34	9
58	3	29	64	91
47	42	87	3	76
38	33	54	81	38
46	29	4	79	24
88	41	64	73	7
68	95	24	26	20
82	53	3	33	9
22	81	39	79	21
11	10	30	67	89
28	35	12	30	19
53	65	51	55	100
61	59	97	48	57
60	18	62	2	21
77	100	90	96	24
20	22	86	45	94
51	39	92	93	83
42	54	42	29	31
11	99	56	7	34
57	67	78	20	60
57	4	65	32	86
70	48	27	64	92
3	41	10	32	58
98	71	19	38	31
48	36	28	43	38
68	67	2	61	77
85	76	15	100	4
77	83	57	33	19
4	73	71	68	62
23	62	7	90	69
40	33	95	17	94
77	9	64	57	39
79	41	62	9	75
6	20	95	32	9
19	60	72	69	19
64	70	10	55	81
99	91	54	67	7
42	62	32	86	39
59	79	98	88	72
66	20	27	97	62
64	30	27	8	7
44	31	55	20	97
30	33	44	76	90
34	97	68	95	23
52	55	52	8	79
21	99	25	60	78
84	60	22	35	75
69	55	23	99	64
98	73	71	92	28
49	34	86	9	94
67	41	9	82	78
83	55	52	18	71
87	24	74	48	65
95	16	84	54	60
86	10	88	65	30
51	32	63	59	68
62	16	17	50	66
58	48	29	13	49
74	75	45	88	31
67	89	37	72	96
94	66	81	86	48
60	76	56	32	70
3	40	11	51	51
53	55	27	44	7
48	44	70	43	21
40	2	86	49	54
17	51	13	55	95
84	47	75	70	36
83	11	56	25	15
33	75	45	35	94
17	67	49	47	82
69	89	63	25	1
66	9	56	43	34
66	27	45	95	32
78	46	53	99	55
1	82	45	26	48
52	7	48	73	64
41	34	35	39	88
39	43	78	3	46
61	10	96	57	90
29	44	97	25	56
77	84	18	100	93
17	15	26	60	39
22	36	9	18	50
73	90	3	85	93
76	49	10	24	55
23	98	60	1	21
68	12	16	86	45
13	54	83	73	31
3	82	17	12	40
81	10	73	35	6
89	22	66	56	48
78	40	66	58	29
16	93	59	49	61
88	49	76	13	54
86	99	41	99	46
23	1	94	28	28
4	79	7	90	26
62	13	76	93	74
92	14	8	18	71
33	32	67	58	94
22	66	71	54	83
3	15	46	52	66
40	26	76	12	88
68	21	65	28	25
92	75	30	31	46
68	33	15	53	83
94	72	35	22	22
1	33	87	68	47
1	15	45	20	71
84	13	9	66	51
31	18	11	86	58
40	94	3	9	59
83	18	65	74	98
29	1	28	70	88
34	68	50	76	43
45	97	52	62	72
40	50	37	56	48
22	64	57	53	36
38	11	74	1	63
55	58	3	35	57
2	81	62	21	91
83	15	36	42	89
87	28	85	17	14
98	32	50	88	39
63	65	53	90	61
50	75	5	85	34
27	18	45	41	40
49	23	90	52	91
31	10	13	36	60
6	33	18	20	54
64	98	67	84	91
38	76	17	49	46
24	63	30	45	2
83	48	18	81	74
96	50	55	25	47
62	5	73	72	2
5	92	7	40	58
71	98	31	35	7
84	63	54	81	39
13	65	80	93	72
8	20	23	51	88
63	36	86	7	45
71	49	15	70	30
63	2	37	54	32
52	46	38	61	37
47	50	14	7	75
40	44	5	84	37
31	42	19	1	33
53	28	96	15	87
9	94	3	55	62
1	72	30	35	63
86	57	5	69	67
2	92	78	80	7
5	88	54	43	73
27	34	37	86	45
90	35	86	30	43
89	32	56	31	43
32	49	95	80	36
2	78	2	10	40
29	61	12	98	44
53	85	91	69	92
81	45	73	60	27
95	87	15	59	60
34	77	90	57	22
80	52	48	73	70
20	58	95	25	58
60	71	79	71	75
15	34	42	30	34
47	31	28	47	30
24	40	49	96	42
29	38	17	51	56
28	17	34	16	67
98	4	52	80	92
93	64	98	5	80
35	89	52	73	86
49	34	89	52	70
41	36	28	28	80
33	35	85	94	42
37	22	44	56	19
43	35	30	63	95
89	27	5	53	12
58	72	1	85	23
28	76	1	11	48
58	91	3	27	42
28	66	26	51	52
43	16	69	7	44
54	88	99	50	70
29	90	9	85	17
98	79	48	17	78
42	5	79	14	72
58	96	17	45	7
6	14	32	91	44
98	10	94	68	14
68	69	2	54	13
23	54	87	28	74
75	85	70	85	61
53	73	35	76	57
6	66	21	44	61
71	93	40	63	10
54	57	57	26	43
11	96	13	26	40
47	46	16	53	9
10	90	87	26	70
39	51	6	25	84
63	31	92	50	51
63	15	78	31	34
81	41	74	62	95
60	47	57	26	15
53	100	50	95	99
17	49	60	10	55
73	95	38	34	44
72	98	54	75	14
17	36	49	89	21
71	92	8	13	74
33	7	34	30	78
95	21	50	94	71
36	81	38	32	14
87	11	73	15	1
10	95	37	92	68
57	28	52	14	81
20	90	65	21	98
78	21	41	8	99
55	68	74	27	47
39	17	39	5	65
18	88	31	34	47
1	64	15	76	23
7	75	60	82	13
21	71	41	75	24
61	100	92	2	43
86	42	29	79	15
92	93	11	21	51
18	22	8	11	39
24	90	10	49	38
81	22	90	19	12
21	9	37	52	37
7	34	59	40	83
96	4	30	5	36
10	56	53	63	51
53	69	9	68	12
65	46	28	91	4
87	19	19	58	35
1	64	8	73	28
79	65	46	12	82
33	74	51	14	31
81	61	51	96	35
75	1	69	35	7
46	3	26	12	79
76	54	60	53	89
73	92	67	55	43
78	39	71	73	71
60	37	24	14	5
71	17	100	53	81
15	43	51	21	14
78	66	40	18	85
96	34	47	95	47
28	86	90	7	38
30	61	20	32	27
24	18	41	51	20
93	46	56	53	87
66	56	64	63	71
88	98	76	6	79
47	36	100	11	35
5	18	34	67	85
48	61	9	22	94
80	100	1	8	21
95	77	86	75	50
37	12	7	80	24
48	57	47	80	86
6	50	75	47	55
62	61	24	96	49
77	28	100	64	32
89	34	77	74	70
91	8	99	48	60
9	84	18	91	9
48	69	76	10	91
93	55	98	54	25
18	76	28	96	30
6	87	43	95	88
18	75	1	89	23
43	81	42	48	40
32	63	69	18	2
76	8	81	61	2
83	42	95	24	24
83	27	76	69	61
97	27	6	70	83
35	100	32	44	29
94	82	41	94	58
75	57	23	85	82
67	96	94	35	36
90	50	31	49	33
50	52	80	4	79
66	80	93	92	24
29	91	7	75	48
60	99	96	31	83
1	55	63	40	92
81	92	73	98	70
63	97	9	40	78
24	78	80	8	35
4	63	17	48	15
90	99	74	91	31
84	2	85	87	14
46	12	33	7	32
66	50	46	5	33
69	8	93	46	24
97	79	83	93	56
61	23	15	68	72
8	58	11	71	41
63	72	100	9	5
10	14	75	1	95
20	31	22	26	35
7	27	100	79	50
49	42	42	70	81
66	49	66	72	3
17	99	97	49	79
15	45	61	99	7
21	86	67	64	59
13	78	44	14	70
96	57	20	49	17
99	41	72	15	87
73	22	46	55	62
48	93	40	90	61
31	52	22	64	50
61	12	64	11	47
14	80	26	53	32
15	34	1	28	87
77	93	3	40	4
67	54	40	65	40
58	74	12	94	5
33	36	100	40	47
11	15	23	92	55
79	37	24	60	18
48	47	39	77	66
81	27	59	20	90
40	65	34	24	13
45	24	96	60	100
8	56	4	10	66
20	89	50	95	61
65	28	99	26	33
66	13	30	87	4
55	79	12	95	71
24	54	100	51	74
90	41	36	89	41
81	58	65	89	22
89	49	24	53	31
21	63	68	93	4
79	7	63	13	15
68	60	87	30	85
74	35	85	22	57
33	73	98	95	25
48	78	24	84	7
62	88	18	84	56
55	28	82	19	99
27	13	47	87	84
93	72	3	96	32
91	93	30	1	82
28	36	13	16	75
42	15	15	39	100
63	62	43	12	54
98	73	15	93	41
43	56	73	50	87
75	49	24	50	4
84	41	94	20	89
10	32	9	65	16
9	68	73	75	5
92	11	63	21	57
48	32	73	31	34
20	55	73	96	94
88	46	49	72	70
80	33	7	54	34
56	33	24	54	2
89	4	45	38	59
81	62	21	68	91
14	82	95	3	48
24	70	69	26	66
30	12	43	69	11
76	8	70	19	40
48	32	96	12	71
42	26	49	29	16
27	49	91	37	65
34	6	40	19	59
39	60	32	16	10
25	68	68	3	52
64	22	47	5	68
100	60	39	95	99
69	9	71	26	11
46	44	33	87	55
94	34	26	88	95
88	23	22	67	39
59	10	36	36	32
98	67	25	41	89
73	27	88	58	41
77	72	22	51	10
10	89	46	94	96
39	75	86	72	99
60	85	28	17	65
48	7	73	2	29
3	7	30	45	89
36	85	94	3	56
53	88	55	64	26
100	97	97	82	99
49	45	30	39	9
67	71	73	36	44
21	68	43	25	78
12	64	75	82	98
44	64	84	53	62
80	25	80	99	83
25	2	78	85	42
15	30	10	11	37
27	59	74	74	61
44	46	5	77	17
71	88	74	92	12
49	60	7	2	93
90	15	35	12	45
54	37	10	100	50
73	94	2	14	5
100	81	1	25	32
41	52	46	96	37
10	35	27	29	31
98	62	74	44	45
35	69	63	25	53
10	24	20	6	9
38	48	84	15	40
36	62	39	55	71
85	100	94	3	57
76	100	38	9	31
14	30	53	4	21
56	97	50	30	52
87	15	28	36	8
81	89	86	87	94
19	4	11	57	4
23	94	50	74	5
6	100	20	94	66
44	35	7	87	33
35	67	16	35	5
33	27	94	28	91
9	27	81	14	71
60	94	28	96	69
20	8	19	87	96
31	99	100	23	15
9	32	30	62	74
5	58	85	15	28
9	83	40	22	23
94	88	53	87	91
64	74	11	69	27
100	73	99	3	74
50	9	15	60	18
52	64	54	99	33
87	5	14	64	86
35	48	30	87	71
73	44	57	5	26
43	54	82	89	67
96	94	43	56	84
6	14	56	78	81
42	9	53	60	65
76	41	60	24	88
29	79	68	63	77
48	55	10	47	77
55	35	63	18	62
28	59	32	20	1
93	68	18	99	61
96	8	19	81	95
38	35	44	79	34
10	4	40	20	26
23	7	72	91	63
19	7	42	76	24
95	45	63	45	37
76	55	92	49	91
62	2	6	46	49
89	67	6	95	20
66	10	90	38	3
90	18	97	14	17
94	98	98	34	35
26	37	22	51	81
38	99	70	72	62
21	64	60	81	96
3	22	88	74	81
80	60	86	77	64
72	13	78	79	2
72	47	43	83	8
33	73	69	93	74
7	52	80	72	40
5	88	82	6	79
3	4	89	54	89
30	99	74	69	73
64	78	97	79	95
3	6	62	85	51
78	64	88	10	51
93	78	76	93	51
6	31	97	83	45
52	19	90	73	80
64	72	42	90	11
23	54	100	18	87
37	96	3	5	44
92	21	63	26	91
27	68	2	98	52
94	36	73	69	73
79	13	100	27	16
97	38	56	9	84
82	67	29	24	26
86	71	89	65	66
49	4	90	5	31
23	24	86	15	94
10	89	8	98	29
5	34	31	83	80
52	25	78	51	76
48	31	22	9	49
40	17	21	13	72
24	16	21	21	37
22	80	34	67	98
96	60	47	82	28
70	38	88	36	29
10	48	93	70	60
67	61	10	56	5
40	43	16	53	84
38	62	43	99	38
23	82	51	94	33
87	26	15	2	7
63	67	50	72	60
36	91	21	74	98
79	54	13	57	10
62	19	64	95	81
44	6	96	77	45
91	75	13	92	100
13	41	94	14	63
21	75	1	88	3
61	29	92	64	88
3	32	20	5	8
55	90	57	53	36
29	5	75	23	92
88	3	11	15	70
74	80	76	9	53
37	3	50	86	84
39	9	41	20	43
37	42	16	56	96
57	18	78	41	55
23	33	47	64	63
79	8	45	14	3
72	64	86	91	7
46	22	64	99	50
55	20	58	83	57
64	31	42	27	95
53	31	30	37	48
39	66	99	88	81
71	20	19	24	92
74	26	64	95	28
39	81	80	56	33
63	30	12	41	100
56	39	42	31	44
92	98	100	22	53
13	59	87	42	26
14	94	53	26	83
13	41	35	99	20
86	3	75	65	29
70	19	48	59	1
56	14	72	74	5
56	9	42	78	48
35	82	31	31	66
99	100	20	42	3
97	33	98	52	48
41	24	6	15	70
40	51	79	42	24
6	81	12	71	45
20	40	97	73	81
87	59	16	61	91
3	47	99	84	87
3	20	94	46	80
37	78	72	62	2
70	87	88	68	1
26	93	80	7	37
15	42	85	89	34
14	57	29	67	25
71	49	19	19	93
26	24	65	15	18
40	9	1	27	15
29	1	3	32	71
84	36	80	54	33
33	57	42	52	63
92	5	89	3	47
85	81	10	20	85
39	44	88	86	85
35	65	29	48	43
86	17	7	38	66
98	40	56	52	21
32	44	90	38	44
74	79	39	2	66
51	15	64	78	88
61	27	70	93	7
98	54	1	39	53
50	50	88	51	59
54	47	35	61	25
54	22	3	19	79
74	63	59	41	12
84	5	100	10	44
36	70	44	76	6
21	97	58	99	12
87	18	92	57	14
85	41	37	46	34
53	36	50	28	30
7	55	96	16	37
2	12	11	70	15
93	21	58	85	74
69	17	98	65	27
38	71	55	61	41
45	34	80	54	20
93	17	77	61	44
90	41	45	45	48
16	27	8	50	32
69	65	70	12	8
7	41	98	74	98
91	35	27	23	22
52	86	86	49	63
78	4	20	23	86
10	7	32	27	3
53	22	47	56	15
9	60	58	72	14
39	35	38	60	60
3	14	54	31	31
12	81	6	36	30
33	83	2	32	45
95	74	55	40	46
93	78	16	42	85
23	67	24	36	14
85	77	36	25	19
47	39	85	57	64
15	36	21	90	41
96	31	53	59	20
97	87	36	9	66
17	31	92	54	23
75	10	83	71	1
17	60	6	7	22
18	23	10	92	94
80	74	23	46	63
95	84	17	69	3
76	80	54	29	13
53	36	18	47	59
6	44	42	5	99
17	76	56	99	58
8	15	33	88	20
36	96	44	70	17
32	45	64	91	61
3	54	30	35	67
17	45	34	8	10
25	14	11	14	98
61	52	16	27	65
98	46	20	100	91
38	58	24	56	41
76	81	35	11	16
37	82	62	46	5
21	3	6	15	53
28	9	11	6	89
43	17	26	5	83
96	84	69	3	69
14	78	50	9	17
97	23	30	10	92
67	51	48	33	51
45	63	60	49	12
62	78	64	23	38
50	45	1	99	85
85	59	41	3	96
69	56	84	87	33
56	21	45	47	24
39	36	16	4	9
79	11	27	15	65
35	44	30	10	32
35	59	73	1	94
45	99	93	83	46
98	62	30	81	32
34	75	30	34	26
27	80	28	41	58
98	28	44	32	48
30	17	79	63	24
95	66	23	13	100
90	54	65	17	55
15	64	29	35	90
55	15	63	13	59
2	40	48	53	77
12	76	82	90	83
47	26	69	92	84
68	41	54	47	17
13	76	25	98	56
86	64	42	37	65
38	65	87	38	92
69	10	7	94	43
55	84	2	48	92
37	25	21	90	30
47	56	9	37	33
18	4	39	65	17
24	98	81	44	52
50	24	33	59	46
65	88	78	17	88
8	14	100	72	64
45	43	87	17	25
68	100	28	66	68
62	14	95	99	45
84	82	70	66	45
21	10	63	47	12
57	57	6	28	29
63	24	34	64	60
17	97	62	87	61
38	98	26	39	10
44	48	46	71	91
74	10	83	46	45
54	89	10	98	63
9	99	77	33	4
1	49	28	14	73
10	3	17	17	67
45	69	99	98	33
58	35	53	92	12
7	25	46	34	65
44	76	52	15	7
32	52	77	58	34
33	48	74	37	78
11	28	75	33	18
55	83	47	1	71
76	9	90	58	34
13	18	9	18	63
17	80	54	89	19
86	49	88	8	91
48	80	29	66	17
36	31	27	67	30
78	63	6	88	89
27	3	63	59	1
36	60	88	62	65
38	34	18	7	30
58	71	3	47	92
28	55	27	12	42
97	7	25	12	84
91	28	12	7	55
32	85	32	86	11
50	20	13	41	23
58	91	26	83	11
27	57	48	4	97
4	44	99	36	43
27	7	36	71	56
17	99	88	27	72
28	4	2	98	14
39	95	80	19	54
9	38	31	36	9
54	78	93	81	64
75	47	74	43	46
54	9	43	27	46
86	76	20	55	97
81	7	32	17	50
60	96	25	20	61
89	6	41	60	95
54	46	98	35	93
57	3	27	56	73
33	64	89	78	61
50	35	97	42	93
4	86	49	83	22
38	21	4	1	47
7	76	26	69	52
47	72	48	45	87
70	23	73	24	4
11	67	96	33	63
89	28	43	54	87
3	14	76	49	3
93	59	2	45	35
20	12	8	19	87
6	4	81	24	40
59	52	97	14	37
36	77	52	88	39
38	27	80	75	36
92	19	80	83	14
41	9	17	36	71
54	87	27	48	81
28	60	4	39	80
90	41	55	38	89
16	26	36	42	30
71	71	95	66	43
61	4	23	62	1
11	15	56	50	62
63	71	40	68	75
58	31	83	34	29
78	30	26	20	84
5	88	87	81	23
73	92	31	85	69
59	58	49	51	96
70	9	48	27	1
35	78	41	84	61
92	73	80	35	42
17	44	50	61	64
73	56	67	66	67
17	75	70	100	44
51	100	90	5	86
69	28	24	93	7
57	49	29	23	69
71	79	83	8	46
25	71	96	1	44
79	4	97	38	7
71	95	55	53	82
97	44	27	8	15
49	54	32	81	95
20	40	50	97	52
83	96	92	76	63
16	82	39	90	35
92	91	16	15	27
84	69	55	8	35
90	35	68	86	54
71	60	47	41	69
52	33	29	13	20
100	22	15	67	94
45	88	32	19	65
41	4	80	10	78
29	52	97	62	36
23	86	31	17	46
100	93	6	57	30
59	91	38	95	8
93	56	14	64	43
49	51	70	21	23
40	95	86	62	37
81	86	18	99	95
41	73	17	72	8
77	69	13	2	22
50	85	60	33	86
58	37	59	5	60
44	76	4	32	93
40	31	88	31	55
55	71	5	38	46
95	29	86	92	11
56	84	54	35	37
66	60	79	92	42
96	22	5	38	14
62	63	84	31	19
6	8	93	32	82
10	2	41	26	33
48	50	79	77	48
6	33	27	46	23
28	47	56	87	38
45	87	16	60	18
80	41	62	83	11
89	62	45	83	15
81	26	22	20	99
14	43	21	88	4
82	6	70	84	90
21	84	15	64	45
32	98	55	94	32
25	62	39	3	42
98	50	76	22	80
60	73	91	86	57
53	69	88	20	27
31	4	6	89	77
16	12	40	71	68
20	27	59	87	56
38	21	58	37	78
100	31	38	82	84
43	40	99	100	100
25	88	65	26	27
83	96	23	23	91
87	93	61	58	94
7	9	51	12	96
91	34	7	61	98
56	71	95	75	61
87	89	55	68	23
40	94	55	16	31
80	73	98	69	69
